transcript	GSK_rep1	GSK_rep2	LLY_rep1	LLY_rep2
L1FLnI_9q21.33o	2	2	5	1
L1FLnI_Xq25jb	2	2	2	0
L1FLnI_3q13.33g	2	10	11	6
L1FLnI_1q23.3m	2	4	3	1
L1FLnI_19p12f	2	0	2	0
L1FLnI_2q34z	2	2	2	1
L1FLnI_5p15.1e	2	1	2	1
L1FLnI_6q16.3k	2	1	3	1
L1FLnI_8q12.3i	2	2	2	0
L1FLnI_2p11.2p	2	7	6	2
L1FLnI_12p12.1m	2	4	9	5
L1FLnI_Xq22.2h	2	0	3	0
L1FLnI_Xq13.1v	2	1	4	0
L1FLnI_14q32.13a	2	0	0	0
L1FLI_Xq21.1	2	0	2	1
L1FLnI_9q13a	2	2	3	3
L1FLnI_3p22.1m	2	6	2	3
L1FLnI_18q21.33a	2	0	1	0
L1FLnI_2q31.3a	2	3	2	1
L1FLnI_1p22.3p	2	4	3	5
L1FLnI_6q23.2l	2	2	3	1
L1FLnI_7q31.1l	2	1	1	0
L1FLnI_1p32.3i	2	0	0	0
L1FLnI_5q13.3f	2	5	3	0
L1FLnI_7p14.1d	2	1	2	0
L1FLnI_18p11.32a	2	0	1	0
L1FLnI_8q11.1d	2	0	2	0
L1FLnI_2q24.1l	2	1	2	0
L1FLnI_10q24.31c	2	2	2	3
L1FLnI_18q22.1d	2	1	5	0
L1FLnI_2p24.3a	2	0	1	1
L1FLnI_1q44y	2	1	1	0
L1FLnI_18p11.32p	2	4	5	0
L1FLnI_6q22.1i	2	6	2	0
L1FLnI_11q22.3fa	2	2	2	1
L1FLnI_15q11.2j	2	7	2	7
L1FLnI_1p33u	2	0	4	0
L1FLnI_2p25.1d	2	2	4	0
L1FLnI_3q25.33d	2	1	2	0
L1FLnI_7q21.11aa	2	2	3	5
L1FLnI_11p15.1b	2	0	0	0
L1FLnI_11p11.2v	2	1	0	0
L1FLnI_1q21.1m	2	4	5	2
L1FLnI_5q14.3v	2	0	3	0
L1FLnI_13q14.2j	2	0	1	2
L1FLnI_15q14e	2	0	5	3
L1FLnI_2p12m	2	0	0	0
L1FLnI_5p13.1l	2	0	1	1
L1FLnI_11q22.1ma	2	0	2	2
L1FLnI_6p12.3v	2	0	9	1
L1FLnI_12p13.2a	2	1	3	1
L1FLnI_13q12.12e	2	0	7	5
L1FLnI_11q12.1j	2	0	0	1
L1FLnI_Xp11.21x	2	1	6	2
L1FLnI_Xq23e	2	1	3	0
L1FLnI_2q34ra	2	4	1	2
L1FLnI_4q26d	2	1	4	1
L1ORF2_4q31.1	2	2	3	4
L1FLnI_5q13.1d	2	0	0	1
L1FLnI_12q14.1ia	2	2	5	1
L1FLnI_12q23.3r	2	0	0	2
L1FLnI_15q26.2g	2	0	3	3
L1FLnI_Xp22.12n	2	1	6	1
L1FLnI_Xq13.3fb	2	0	2	0
L1FLnI_Xq21.33h	2	1	1	0
L1FLnI_Xq22.2j	2	1	6	1
L1FLnI_1p31.3f	2	0	4	1
L1FLnI_3q13.33q	2	5	4	1
L1FLnI_3q25.33i	2	0	0	0
L1FLnI_4p15.33y	2	1	6	0
L1FLnI_4q32.1e	2	2	5	2
L1FLnI_5q12.1c	2	1	1	1
L1FLnI_5q21.3f	2	0	1	0
L1FLnI_8p12h	2	2	6	2
L1FLnI_8p11.21c	2	2	7	4
L1FLnI_9p22.3n	2	0	2	0
L1FLnI_11p15.4t	2	0	1	0
L1FLnI_Xp11.4a	2	2	1	2
L1FLnI_Xq21.1ic	2	0	1	0
L1FLnI_1p22.3f	2	3	3	3
L1FLnI_5q11.2ua	2	0	1	0
L1FLI_5q21.2	2	2	2	0
L1FLnI_5q22.3c	2	2	2	1
L1FLnI_7q21.13c	2	1	0	0
L1FLnI_8q12.3aa	2	1	0	4
L1FLnI_9q21.2b	2	1	1	2
L1FLnI_11q14.1x	2	1	1	0
L1ORF2_12q21.33	2	1	3	0
L1FLnI_12q23.1a	2	6	4	4
L1FLnI_Xp22.2w	2	1	3	2
L1FLnI_1p22.3d	2	5	1	1
L1FLnI_2p16.3l	2	2	1	1
L1FLnI_3q13.33l	2	3	7	0
L1FLnI_3q26.31h	2	0	5	0
L1FLnI_4q12cb	2	2	4	1
L1FLnI_4q31.22j	2	1	5	3
L1FLnI_7q11.21l	2	2	5	4
L1FLnI_11q14.2r	2	0	1	2
L1FLnI_11q14.2t	2	1	1	2
L1FLnI_1p31.2e	2	0	0	1
L1FLnI_2q32.3i	2	1	2	1
L1FLnI_3p14.3e	2	0	1	2
L1FLnI_7q21.2d	2	1	2	0
L1FLnI_7q35q	2	1	3	0
L1FLnI_9q21.2e	2	2	0	3
L1FLnI_12q12qa	2	1	3	6
L1FLnI_Xp11.21db	2	7	5	3
L1FLnI_Yp11.2cb	2	2	3	4
L1FLnI_1q44i	2	4	2	1
L1FLnI_2q31.3n	2	1	2	0
L1ORF2_13q32.3	2	5	5	4
L1FLnI_14q23.1b	2	0	7	3
L1FLnI_1p31.1kb	2	4	3	2
L1FLnI_2q36.3p	2	2	1	3
L1FLnI_4q21.22g	2	0	2	3
L1FLnI_5q12.1o	2	2	10	6
L1FLnI_5q31.3i	2	1	4	0
L1FLnI_5q34sa	2	0	1	0
L1FLnI_12q14.1ka	2	2	3	1
L1FLnI_17q22a	2	0	3	2
L1FLI_1q43	2	1	3	0
L1FLnI_3p14.1ba	2	0	2	1
L1FLnI_Xq25xb	2	1	1	0
L1FLnI_2q34fa	2	2	5	1
L1FLnI_3p11.1u	2	1	1	1
L1FLnI_4q28.1h	2	0	0	0
L1FLnI_14q21.1oa	2	0	3	0
L1FLnI_14q31.1c	2	2	4	1
L1FLnI_13q12.13c	2	0	3	2
L1FLnI_4q21.22a	2	0	2	0
L1FLnI_6p12.3j	2	1	0	2
L1FLnI_8p23.3c	2	1	6	0
L1FLnI_13q13.3q	2	1	5	1
L1FLnI_18q12.1l	2	0	2	1
L1FLnI_4q12c	2	2	2	4
L1FLnI_4q13.1aa	2	4	5	0
L1FLnI_7p21.3o	2	0	1	1
L1FLnI_11q12.3h	2	1	0	2
L1FLnI_Xq21.1ma	2	0	2	0
L1FLnI_8q21.13aa	2	1	1	1
L1FLnI_4q22.3da	2	1	2	0
L1FLnI_Xq25ha	2	3	5	1
L1FLnI_6p12.1d	2	6	5	6
L1FLnI_1q25.1p	2	0	1	0
L1FLnI_3q26.2l	2	0	1	1
L1FLnI_4q13.3r	2	0	3	2
L1ORF2_2q31.1	2	3	1	1
L1FLnI_15q25.3u	2	2	0	1
L1FLnI_14q21.1da	2	1	4	3
L1FLnI_21p11.2o	2	0	1	1
L1FLnI_3p14.1e	2	0	4	3
L1FLnI_11q11v	2	1	4	1
L1FLnI_1q41ma	2	1	0	1
L1FLnI_6p12.3a	2	1	3	2
L1FLnI_6q22.1m	2	4	3	1
L1FLnI_12q21.31j	2	0	2	1
L1FLnI_18p11.31b	2	1	18	7
L1FLnI_4q21.21g	2	3	4	0
L1FLnI_2q24.3t	2	2	4	1
L1FLnI_8q24.12t	2	3	4	1
L1FLnI_5q34f	2	1	1	0
L1FLnI_1q41a	2	1	4	1
L1FLnI_16p11.1e	2	0	6	1
L1FLnI_16q12.1k	2	0	0	1
L1FLnI_2q32.1z	2	1	1	0
L1FLnI_3q25.32r	2	1	8	1
L1FLnI_14q23.2j	2	0	1	0
L1FLnI_12q21.1e	2	2	4	3
L1FLnI_6p12.3na	2	0	1	3
L1FLnI_3q25.2m	2	0	1	0
L1FLnI_18q21.1m	2	1	0	2
L1FLnI_1q31.2e	2	1	0	0
L1FLnI_3p14.1t	2	1	6	3
L1FLnI_3q22.2i	2	0	3	2
L1FLnI_11p14.3s	2	1	0	2
L1FLnI_15q21.1i	2	2	6	2
L1FLnI_2q33.1o	2	1	6	1
L1FLnI_4p16.2a	2	0	1	0
L1FLnI_8q23.2d	2	0	1	1
L1FLnI_19q13.2e	2	4	2	4
L1FLnI_6q14.2k	2	1	2	4
L1FLnI_7p14.1j	2	2	2	2
L1FLnI_14q31.3w	2	0	4	4
L1FLnI_2q22.3p	2	1	10	1
L1FLnI_10q23.1c	2	5	8	1
L1FLnI_1q31.1l	2	0	4	0
L1FLnI_3p21.1b	2	0	3	1
L1FLnI_4q12r	2	9	4	6
L1FLnI_5q23.3l	2	1	1	3
L1FLnI_12q21.32c	2	0	0	0
L1FLnI_Xq21.1rb	2	0	6	0
L1FLnI_14q13.3c	2	0	5	3
L1FLnI_7q34j	2	0	6	3
L1FLnI_7q21.2p	2	1	1	0
L1FLnI_8q12.2f	2	1	2	2
L1FLnI_12q24.23a	2	3	4	2
L1FLnI_2q37.3b	2	2	1	0
L1FLnI_1p31.3q	2	1	1	0
L1FLnI_7q31.2j	2	0	8	1
L1FLnI_8q24.23j	2	0	0	1
L1FLnI_21p11.2c	2	0	1	1
L1FLnI_3p24.3va	2	0	0	1
L1FLnI_3q13.32g	2	2	9	3
L1FLnI_6q14.1v	2	1	1	1
L1FLnI_11q23.3e	2	0	2	2
L1FLnI_3q24s	2	1	5	1
L1FLnI_5p13.1k	2	1	2	1
L1FLnI_20p11.21o	2	2	4	0
L1FLnI_7p14.1p	2	1	1	0
L1FLnI_12p12.3j	2	0	2	2
L1FLnI_12q22f	2	1	3	0
L1FLnI_1p33ba	2	0	3	1
L1FLnI_1p33p	2	0	2	2
L1FLnI_1q44n	2	4	1	0
L1FLnI_2q24.2b	2	4	1	4
L1FLnI_2q34m	2	0	0	0
L1FLnI_4q13.2k	2	0	3	1
L1FLnI_6q14.3ia	2	1	1	0
L1FLnI_14q11.2a	2	0	3	1
L1FLnI_Xp22.2t	2	0	3	0
L1FLnI_Xq22.1u	2	0	3	0
L1FLnI_Xq22.3y	2	2	2	3
L1FLnI_1q23.2e	2	2	2	3
L1FLnI_4q31.21f	2	1	2	0
L1FLnI_6q21aa	2	1	2	2
L1FLnI_7q21.3aa	2	4	2	1
L1FLnI_14q31.1b	2	2	1	0
L1FLnI_Xq21.1cd	2	0	1	1
L1FLnI_Xq21.31c	2	0	2	0
L1ORF2_3q26.32b	2	2	4	0
L1FLnI_11p11.12e	2	2	3	2
L1FLnI_Xq21.31ab	2	0	7	0
L1FLnI_4p15.2i	2	2	1	1
L1FLnI_6q14.1ab	2	0	1	0
L1FLnI_7q31.1ca	2	2	3	1
L1FLnI_3q24w	2	0	4	1
L1FLnI_4q35.2c	2	0	8	3
L1FLnI_6p22.3d	2	1	3	0
L1FLnI_8p21.2i	2	3	3	4
L1FLnI_5q32j	2	1	2	3
L1FLnI_8q24.21p	2	1	2	0
L1FLnI_12q21.31e	2	2	4	7
L1FLnI_14q21.2a	2	1	3	4
L1FLnI_Xq13.2ha	2	5	4	1
L1ORF2_1q31.3	2	0	1	1
L1FLnI_16q22.2h	2	1	4	3
L1FLnI_1p21.1p	2	1	0	1
L1FLnI_2p23.1l	2	2	3	1
L1FLnI_3p21.33a	2	2	10	4
L1ORF2_4p15.33	2	3	3	2
L1FLnI_4q26ta	2	0	2	0
L1FLnI_6q16.1ia	2	1	3	0
L1FLnI_11p11.12h	2	0	1	1
L1FLnI_5q23.2a	2	0	2	2
L1FLnI_15q14n	2	1	1	1
L1FLnI_3p14.1k	2	1	2	1
L1FLnI_20q11.1h	2	2	6	1
L1FLnI_2q32.2f	2	0	0	1
L1FLnI_5q23.3o	2	1	3	0
L1FLnI_6q22.31j	2	0	2	0
L1FLnI_11q12.1da	2	1	8	1
L1FLnI_2q24.2j	2	2	3	0
L1FLnI_20q11.21a	2	1	1	1
L1FLnI_2p24.1i	2	3	7	2
L1FLnI_4q13.3ba	2	6	4	2
L1FLnI_5q22.1l	2	0	1	1
L1ORF2_3q27.3b	2	3	5	1
L1FLnI_5q11.2pa	2	5	12	5
L1FLnI_Xp11.21nc	2	3	5	0
L1ORF2_6q25.3	2	0	2	0
L1FLnI_Xq13.3ob	2	0	4	2
L1FLnI_8q21.3n	2	4	7	1
L1FLnI_10p11.22r	2	4	2	3
L1FLnI_7p11.2m	2	2	0	3
L1FLnI_5q11.2sa	2	0	3	1
L1FLnI_4q13.1fb	2	2	6	3
L1FLnI_20p12.1a	2	1	6	2
L1FLnI_Xp21.3r	2	0	3	1
L1FLnI_9p24.1x	2	4	3	1
L1FLnI_7q21.3k	2	1	3	0
L1FLnI_9p21.3l	2	0	2	0
L1FLnI_4q27b	2	1	1	1
L1FLnI_5p13.1o	2	6	3	0
L1FLnI_6q14.1z	2	0	1	1
L1FLnI_10q24.1b	2	3	2	2
L1FLnI_12p13.33e	2	21	9	14
L1FLnI_5p12ea	2	3	2	3
L1FLnI_7p21.3ka	2	0	0	1
L1FLnI_11q12.1y	2	1	1	2
L1FLnI_5p12r	2	0	0	0
L1FLnI_10q23.1na	2	2	4	0
L1FLnI_10q26.13h	2	2	4	0
L1FLnI_3p21.1e	2	1	1	1
L1FLnI_5q12.1y	2	0	3	0
L1FLnI_12q14.3c	2	3	2	1
L1FLnI_2q21.2b	2	0	1	1
L1FLnI_7q31.32d	2	2	3	1
L1FLnI_4q26z	2	2	1	1
L1FLnI_5q21.3c	2	0	1	3
L1FLnI_6q13ra	2	0	2	1
L1FLnI_15q25.1e	2	10	8	3
L1FLnI_1p13.2l	2	5	2	1
L1FLnI_2q35c	2	0	2	0
L1FLnI_12p11.21i	2	0	0	1
L1FLnI_12q24.11	2	0	5	0
L1FLnI_2p16.1b	2	1	4	1
L1FLnI_4q21.23f	2	2	8	2
L1FLnI_7p21.2e	2	1	2	2
L1FLnI_10q23.33q	2	3	4	3
L1FLnI_10q26.3c	2	2	1	1
L1FLnI_Xq13.1x	2	1	5	0
L1FLnI_Xq21.32i	2	5	2	3
L1FLI_1p22.3	2	0	5	0
L1FLnI_4q31.21p	2	0	0	3
L1FLnI_10p12.31w	2	0	1	0
L1FLnI_5q23.2j	2	1	2	0
L1FLnI_8q24.13k	2	3	11	0
L1FLI_18q12.2	2	0	1	1
L1FLnI_21q21.3a	2	4	8	3
L1FLI_1p31.1c	2	3	0	1
L1FLnI_4q28.1ia	2	0	8	1
L1FLnI_6q16.2f	2	0	1	3
L1FLnI_8q11.21t	2	0	1	3
L1FLnI_7p21.3p	2	0	3	0
L1FLnI_13q12.12h	2	1	1	1
L1FLnI_Xp22.31a	2	0	1	0
L1FLnI_Xp11.22f	2	0	4	4
L1FLnI_5q34l	2	2	2	1
L1FLnI_6q25.3b	2	1	3	0
L1FLnI_12q23.1q	2	0	5	0
L1FLnI_20q13.12c	2	1	0	1
L1FLnI_Xq13.2r	2	2	0	1
L1FLnI_Xq21.1ea	2	1	7	1
L1FLnI_10p12.2g	2	4	9	3
L1FLnI_13q21.2c	2	0	1	0
L1FLnI_4q26x	2	1	4	1
L1FLnI_21p11.2i	2	2	1	1
L1FLnI_4p16.2f	2	2	2	1
L1FLnI_8p12ma	2	3	2	2
L1FLnI_2q22.3c	2	3	5	1
L1FLnI_4q13.1ea	2	0	8	1
L1FLnI_5q35.3b	2	0	0	1
L1FLI_Xq27.2b	2	0	2	0
L1FLnI_21q21.1o	2	2	6	2
L1FLnI_9q33.1d	2	0	1	0
L1FLnI_Xq21.1ba	2	3	7	2
L1FLnI_11p15.4s	2	3	5	0
L1FLnI_2p14j	2	1	1	1
L1FLnI_4q28.3e	2	3	1	2
L1FLnI_18q12.1b	2	6	2	5
L1FLnI_1p22.2a	2	2	4	1
L1FLnI_3p24.2c	2	3	7	7
L1FLnI_14q21.1la	2	0	1	0
L1FLnI_14q12ba	2	0	5	2
L1FLnI_8q24.13f	2	2	3	6
L1FLnI_19p12t	2	2	3	1
L1FLnI_2p22.2b	2	1	2	1
L1FLnI_2q32.3b	2	0	4	1
L1FLnI_5p13.2w	2	0	5	4
L1ORF2_18q12.3b	2	3	5	3
L1FLnI_4q32.3u	2	0	4	0
L1FLnI_8q23.1i	2	2	6	0
L1FLnI_6q14.1xa	2	2	4	1
L1FLnI_7q31.31j	2	1	8	3
L1FLnI_4q12ib	2	3	5	2
L1FLnI_3q13.33da	2	2	2	0
L1FLnI_7p14.3ca	2	2	2	1
L1FLnI_1p13.2o	2	1	2	2
L1FLnI_3p25.1h	2	0	3	2
L1FLnI_6p21.1e	2	5	6	1
L1FLnI_6q13d	2	1	3	1
L1FLnI_11p14.3fa	2	2	1	2
L1FLnI_3q25.1d	2	2	4	2
L1FLnI_5q12.3v	2	3	4	2
L1FLnI_Xq21.33cb	2	5	6	2
L1FLnI_3p24.2g	2	0	0	0
L1FLnI_3q13.12c	2	7	2	0
L1FLnI_4q21.23e	2	2	5	0
L1FLnI_12q23.1r	2	1	3	1
L1FLnI_22q12.3h	2	1	2	1
L1FLnI_8q12.1g	2	0	4	0
L1FLnI_6q22.1aa	2	0	4	2
L1FLnI_10q21.1ha	2	0	2	0
L1FLnI_2q31.1y	2	7	6	4
L1FLnI_2p23.1g	2	0	0	0
L1FLnI_3p24.3aa	2	5	4	1
L1FLnI_3q13.13y	2	1	0	0
L1FLnI_5q11.2e	2	0	1	0
L1FLnI_5q14.3ua	2	1	4	0
L1FLnI_5q15v	2	4	5	2
L1FLnI_6q16.1j	2	2	1	0
L1FLnI_7p21.1i	2	3	4	1
L1FLnI_7q35e	2	1	0	0
L1FLnI_12q13.2t	2	0	1	1
L1FLnI_14q32.12g	2	0	0	0
L1FLnI_Xp22.11d	2	1	2	1
L1FLnI_Xq22.3j	2	1	1	0
L1FLnI_Xq28c	2	0	1	0
L1FLnI_4p15.32j	2	2	3	0
L1FLnI_5p13.2q	2	6	7	6
L1FLnI_5q23.1i	2	0	0	0
L1FLnI_7q21.3z	2	0	2	2
L1FLnI_14q23.2f	2	1	1	0
L1FLnI_10q23.31k	2	2	4	0
L1FLnI_10q25.1ha	2	8	16	5
L1FLnI_2q35k	2	0	3	1
L1FLnI_3p25.1k	2	2	5	1
L1FLnI_6q16.1t	2	1	4	2
L1FLnI_12q22j	2	1	7	3
L1FLnI_15q23m	2	1	2	1
L1ORF2_18q12.3a	2	2	2	2
L1ORF2_Xq27.3	2	3	3	2
L1FLnI_5q34ra	2	0	3	2
L1FLnI_13q14.11r	2	1	2	3
L1FLnI_18q12.3i	2	0	0	2
L1FLnI_2q31.2q	2	0	5	1
L1FLnI_3q12.3e	2	2	3	1
L1FLnI_3q13.32l	2	6	3	3
L1FLnI_2q34j	2	4	3	2
L1FLnI_3q13.31a	2	3	4	1
L1FLnI_6q22.1t	2	0	3	0
L1FLnI_5q21.3g	2	0	4	1
L1FLnI_5q13.3q	2	0	1	1
L1FLnI_12p11.1g	2	0	2	0
L1FLnI_2q33.1p	2	1	1	1
L1FLnI_19p11a	2	2	1	3
L1FLnI_10p11.21e	2	1	1	0
L1FLnI_4q34.3e	2	0	3	4
L1FLnI_8q23.1m	2	1	0	0
L1ORF2_11p11.12	2	2	2	2
L1FLnI_4q26ma	2	4	5	1
L1FLnI_Xq12ha	2	0	1	1
L1FLnI_3p14.2m	2	2	1	1
L1FLnI_4q12ya	2	2	7	2
L1FLnI_4q28.2d	2	1	3	0
L1FLnI_11q11f	2	0	1	0
L1FLnI_13q12.3f	2	1	0	1
L1FLnI_2q22.3n	2	0	0	0
L1FLnI_4p15.2t	2	6	10	4
L1FLnI_5q34c	2	1	5	0
L1FLnI_10q23.1fa	2	2	3	0
L1FLnI_5q15ea	2	0	4	1
L1FLnI_8p11.1d	2	2	1	0
L1ORF2_5q11.2	2	1	3	0
L1FLnI_9q21.33a	2	1	0	0
L1FLnI_20p12.1b	2	1	5	0
L1FLnI_8q12.3c	2	2	1	3
L1FLnI_11q14.1d	2	0	1	1
L1FLnI_Xp21.3d	2	1	2	1
L1FLnI_5q31.1q	2	0	1	2
L1FLnI_10q25.1ga	2	2	5	1
L1FLnI_1p31.1fb	2	0	3	0
L1FLnI_Xq22.1hb	2	1	3	1
L1FLnI_10q21.1p	2	0	1	0
L1FLnI_16p11.1b	2	1	4	3
L1FLnI_17q11.2e	2	0	4	4
L1FLnI_6q14.1y	2	0	2	0
L1FLnI_10q11.21r	2	0	2	3
L1FLnI_7p11.2p	2	1	1	0
L1FLnI_5p11d	2	0	6	0
L1FLnI_4q25aa	2	0	1	0
L1FLnI_14q24.1a	2	6	1	2
L1FLnI_11p15.4o	2	0	1	0
L1FLnI_Xq13.3ib	2	2	2	3
L1FLnI_2q32.1q	2	1	4	3
L1FLnI_6q24.1r	2	0	2	2
L1FLnI_2p22.3n	2	0	1	0
L1FLnI_6q14.1ob	2	0	0	1
L1FLnI_9q33.1p	2	4	0	3
L1FLnI_Xq21.33ya	2	1	1	0
L1FLnI_8q22.1w	2	0	0	0
L1FLnI_3q22.3l	2	3	1	1
L1FLnI_4p12s	2	6	5	2
L1FLnI_6p24.3g	2	0	10	0
L1FLnI_2q35f	2	0	4	0
L1FLnI_6q24.1p	2	0	1	2
L1FLnI_6p22.3ca	2	3	3	2
L1FLnI_17q12h	2	2	0	3
L1FLnI_5p12y	2	0	2	3
L1FLnI_4p16.2e	2	0	4	0
L1FLnI_4q31.21a	2	1	0	0
L1FLnI_6p25.2e	2	1	1	1
L1FLnI_7q11.21k	2	0	0	3
L1FLnI_7q21.11ua	2	0	3	1
L1FLnI_2q22.3w	2	0	1	0
L1FLnI_2q21.2l	2	6	7	2
L1FLnI_6q11.1b	2	1	2	0
L1FLnI_9q21.13w	2	5	9	0
L1FLnI_6q16.1s	2	1	2	0
L1FLnI_4q24x	2	0	1	1
L1FLnI_2q32.3h	2	2	2	4
L1FLnI_3q25.31d	2	2	4	2
L1FLnI_6q22.1fa	2	1	6	4
L1FLnI_5q11.2la	2	0	5	3
L1FLnI_15q25.3w	2	2	2	0
L1FLnI_15q21.3g	2	4	6	0
L1FLnI_7q31.1r	2	0	1	3
L1FLnI_15q14q	2	6	3	0
L1FLnI_11q24.2p	2	4	2	3
L1FLnI_Xq28v	2	1	1	0
L1FLnI_1p21.1g	2	2	6	4
L1FLnI_14q32.11	2	1	3	2
L1FLnI_Xq13.1ca	2	2	2	4
L1FLnI_9p21.2k	2	3	3	0
L1FLnI_Xq21.33sa	2	0	0	1
L1FLnI_11p12qa	2	1	8	2
L1FLnI_2p24.3i	2	1	1	1
L1FLnI_4q13.1sa	2	3	1	0
L1FLnI_11q23.3b	2	0	2	0
L1FLnI_Xq21.1tb	2	1	3	0
L1FLnI_4q21.23n	2	5	7	3
L1FLnI_2q36.3t	2	1	3	0
L1FLnI_5q12.3a	2	0	0	2
L1FLnI_3q22.3u	2	1	0	2
L1FLnI_5q23.1aa	2	1	3	3
L1FLnI_13q21.2a	2	2	1	2
L1FLnI_6p21.33	2	2	2	0
L1FLnI_1q12	2	2	2	3
L1FLnI_21q22.13a	2	1	4	0
L1FLnI_8q22.3f	2	1	9	5
L1FLnI_3q11.2h	2	1	2	2
L1FLnI_2q33.1j	2	1	0	1
L1FLnI_9q31.2p	2	1	1	3
L1FLnI_1p21.1m	2	2	0	0
L1FLnI_3p11.1b	2	1	2	1
L1FLnI_18q21.2p	2	0	0	0
L1FLnI_2p15b	2	1	7	0
L1FLnI_3q13.11s	2	0	2	0
L1FLnI_4q24l	2	1	4	2
L1FLnI_11q21k	2	0	6	2
L1FLnI_6q14.2c	2	0	2	0
L1FLnI_3p11.1ba	2	2	1	0
L1FLnI_Xq21.31kb	2	0	1	2
L1FLnI_12q21.31ia	2	0	7	1
L1FLnI_11q14.2p	2	1	6	2
L1FLnI_14q23.2l	2	1	0	0
L1FLnI_10q21.3a	2	5	4	1
L1FLnI_Xq11.1b	2	0	3	0
L1FLnI_5q14.3aa	2	0	1	0
L1FLnI_14q21.2i	2	2	1	0
L1FLnI_3q12.2f	2	1	3	0
L1FLnI_15q21.1m	2	0	0	0
L1FLnI_Xp22.13d	2	2	3	0
L1FLnI_3q11.2g	2	1	4	5
L1FLnI_5q11.1i	2	0	0	0
L1FLnI_Xq13.3r	2	0	3	0
L1FLnI_5p13.1z	2	2	2	0
L1FLnI_Xp11.22p	2	3	2	2
L1FLnI_13q21.32i	2	2	4	3
L1FLnI_10q23.1u	2	0	2	3
L1FLnI_12q14.1e	2	4	3	2
L1FLnI_2q11.2c	2	2	2	0
L1FLnI_4q12db	2	1	6	3
L1ORF2_2p16.3	2	2	4	2
L1FLnI_Xq21.2h	2	0	2	0
L1FLnI_6p24.1a	2	4	6	4
L1FLnI_2p11.2k	2	0	3	0
L1FLnI_7q21.13o	2	0	6	1
L1FLnI_11p15.2a	2	0	2	4
L1FLnI_Xp22.2m	2	0	0	1
L1FLnI_Xq13.3ma	2	1	1	0
L1FLnI_2q24.2p	2	1	5	0
L1FLnI_Xp11.21sa	2	2	3	2
L1FLnI_5q15ia	2	1	2	1
L1FLnI_11q24.2b	2	1	7	0
L1FLnI_4q22.3h	2	0	0	0
L1FLnI_6q13sa	2	1	1	1
L1FLnI_5q31.1m	2	2	11	0
L1FLnI_10p11.22s	2	7	3	3
L1FLnI_9q21.33b	2	2	6	1
L1FLnI_7p21.3ga	2	1	0	0
L1FLnI_2q32.3w	2	5	4	2
L1FLnI_3p24.1e	2	0	4	1
L1FLnI_7q31.33d	2	2	2	1
L1FLnI_4q31.22b	2	0	1	1
L1FLnI_12q12j	2	0	3	0
L1FLnI_11p14.3r	2	0	2	0
L1FLnI_2p16.1o	2	0	0	0
L1ORF2_3q26.32a	2	5	3	0
L1FLnI_5q13.3l	2	2	2	1
L1FLnI_Xq28ia	2	1	7	0
L1FLnI_8q21.3ga	2	1	3	1
L1FLnI_Xq22.3da	2	1	1	1
L1FLI_6q13	2	0	5	0
L1FLnI_6q14.1ea	2	2	2	0
L1FLnI_1p31.3l	2	0	3	0
L1FLnI_9p22.3s	2	0	3	0
L1FLnI_5p13.1s	2	0	3	1
L1FLnI_8q24.22o	2	1	1	5
L1FLnI_11q12.1w	2	0	3	3
L1FLnI_9p24.3c	2	0	1	3
L1FLnI_6p12.1u	2	0	4	2
L1FLnI_Xp22.2l	2	2	1	1
L1FLnI_6q22.31la	2	2	3	2
L1FLnI_Xq21.1m	2	1	6	1
L1FLnI_4p16.2i	2	1	2	1
L1FLnI_11p14.2a	2	1	4	0
L1FLnI_1q41p	2	1	11	1
L1FLnI_22q11.1h	2	1	0	0
L1FLnI_18q12.3c	2	0	2	0
L1FLnI_10q11.21l	2	1	2	2
L1FLnI_5q34j	2	5	1	1
L1FLnI_3q12.2j	2	2	0	2
L1FLI_18q11.2	2	4	3	0
L1FLnI_8q13.3w	2	1	2	0
L1FLnI_14q12da	2	5	9	0
L1FLnI_8p11.22c	2	2	7	3
L1FLnI_4p15.33c	2	0	2	2
L1FLnI_5p12ga	2	0	0	2
L1FLnI_12q21.2t	2	1	3	0
L1FLnI_11p14.3ga	2	0	0	0
L1FLnI_14q22.1e	2	3	1	0
L1FLnI_14q12ab	2	3	1	1
L1FLnI_17q21.2a	2	0	3	0
L1FLnI_5q23.2f	2	4	5	0
L1FLnI_2p16.3s	2	1	3	0
L1FLnI_11q22.3qa	2	0	0	1
L1FLnI_Xq21.1ed	2	2	5	2
L1FLnI_12q13.2i	2	0	2	1
L1FLnI_16p11.2j	2	1	2	0
L1FLnI_1q23.1j	2	0	2	1
L1FLnI_3q13.11u	2	2	5	0
L1FLnI_12q13.11r	2	0	0	0
L1FLnI_3p22.3s	2	0	4	0
L1FLnI_13q14.13c	2	1	1	3
L1FLnI_2q21.2c	2	2	4	1
L1FLnI_Xp11.23a	2	1	3	1
L1FLnI_10q21.3ba	2	2	2	0
L1FLnI_20p11.21s	2	0	1	0
L1FLnI_4p16.2l	2	0	2	0
L1FLnI_6q16.2e	2	2	3	2
L1FLnI_6q22.31n	2	3	2	2
L1FLnI_8q21.11s	2	0	3	2
L1FLnI_11p11.2a	2	5	5	2
L1FLnI_20q11.21d	2	1	1	0
L1FLnI_10q23.33h	2	2	5	2
L1FLnI_2p24.1l	2	2	3	1
